"act","time_range","stage","day","start_time","end_time","date","act_name_short","act_order","index","time_position","datetime"
"WATCH THE RIDE","18:00 - 19:00","GAS TOWER","FRIDAY","18:00","19:00",2022-07-01,"WATCH THE RIDE",3,754,"end_datetime",2022-07-01 19:00:00
"THE SAUCE / CARASEL","19:00 - 20:00","GAS TOWER","FRIDAY","19:00","20:00",2022-07-01,"THE SAUCE / CARASEL",4,755,"start_datetime",2022-07-01 19:00:00
"THE SAUCE / CARASEL","19:00 - 20:00","GAS TOWER","FRIDAY","19:00","20:00",2022-07-01,"THE SAUCE / CARASEL",4,755,"end_datetime",2022-07-01 20:00:00
"GOLDIE X MEDIC","20:00 - 21:00","GAS TOWER","FRIDAY","20:00","21:00",2022-07-01,"GOLDIE X MEDIC",5,756,"start_datetime",2022-07-01 20:00:00
"GOLDIE X MEDIC","20:00 - 21:00","GAS TOWER","FRIDAY","20:00","21:00",2022-07-01,"GOLDIE X MEDIC",5,756,"end_datetime",2022-07-01 21:00:00
"SCULPTURE (A/V)","21:00 - 22:00","GAS TOWER","FRIDAY","21:00","22:00",2022-07-01,"SCULPTURE (A/V)",6,757,"start_datetime",2022-07-01 21:00:00
"SCULPTURE (A/V)","21:00 - 22:00","GAS TOWER","FRIDAY","21:00","22:00",2022-07-01,"SCULPTURE (A/V)",6,757,"end_datetime",2022-07-01 22:00:00
"BITVERT (A/V)","22:00 - 23:00","GAS TOWER","FRIDAY","22:00","23:00",2022-07-01,"BITVERT (A/V)",7,758,"start_datetime",2022-07-01 22:00:00
"BITVERT (A/V)","22:00 - 23:00","GAS TOWER","FRIDAY","22:00","23:00",2022-07-01,"BITVERT (A/V)",7,758,"end_datetime",2022-07-01 23:00:00
"TSHA - AV VOLTA XR","23:00 - 00:15","GAS TOWER","FRIDAY","23:00","00:15",2022-07-01,"TSHA - AV VOLTA XR",8,759,"start_datetime",2022-07-01 23:00:00
"TSHA - AV VOLTA XR","23:00 - 00:15","GAS TOWER","FRIDAY","23:00","00:15",2022-07-01,"TSHA - AV VOLTA XR",8,759,"end_datetime",2022-07-02 00:15:00
"GROVE (LIVE)","00:15 - 01:00","GAS TOWER","FRIDAY","00:15","01:00",2022-07-01,"GROVE (LIVE)",9,760,"start_datetime",2022-07-02 00:15:00
"GROVE (LIVE)","00:15 - 01:00","GAS TOWER","FRIDAY","00:15","01:00",2022-07-01,"GROVE (LIVE)",9,760,"end_datetime",2022-07-02 01:00:00
"BBC RADIO 1 ESSENTIAL MIX LIVE FEAT BONOBO & ABSOLUTE","01:00 - 03:00","GAS TOWER","FRIDAY","01:00","03:00",2022-07-01,"BBC RADIO 1 ESSENTIA",10,761,"start_datetime",2022-07-02 01:00:00
"BBC RADIO 1 ESSENTIAL MIX LIVE FEAT BONOBO & ABSOLUTE","01:00 - 03:00","GAS TOWER","FRIDAY","01:00","03:00",2022-07-01,"BBC RADIO 1 ESSENTIA",10,761,"end_datetime",2022-07-02 03:00:00
"SHY FX - VJ MORE EYES","03:00 - 04:00","GAS TOWER","FRIDAY","03:00","04:00",2022-07-01,"SHY FX - VJ MORE EYE",11,762,"start_datetime",2022-07-02 03:00:00
"SHY FX - VJ MORE EYES","03:00 - 04:00","GAS TOWER","FRIDAY","03:00","04:00",2022-07-01,"SHY FX - VJ MORE EYE",11,762,"end_datetime",2022-07-02 04:00:00
"BOU & TURNO FEAT INJA & HARIBO - VJ WEAREMIDNIGHT","04:00 - 05:00","GAS TOWER","FRIDAY","04:00","05:00",2022-07-01,"BOU & TURNO FEAT INJ",12,763,"start_datetime",2022-07-02 04:00:00
"BOU & TURNO FEAT INJA & HARIBO - VJ WEAREMIDNIGHT","04:00 - 05:00","GAS TOWER","FRIDAY","04:00","05:00",2022-07-01,"BOU & TURNO FEAT INJ",12,763,"end_datetime",2022-07-02 05:00:00
"ED REAL'S MORNING RUSH - VJ FRANKIE","05:00 - 06:00","GAS TOWER","FRIDAY","05:00","06:00",2022-07-01,"ED REAL'S MORNING RU",13,764,"start_datetime",2022-07-02 05:00:00
"ED REAL'S MORNING RUSH - VJ FRANKIE","05:00 - 06:00","GAS TOWER","FRIDAY","05:00","06:00",2022-07-01,"ED REAL'S MORNING RU",13,764,"end_datetime",2022-07-02 06:00:00
"A COLLECTION OF RADICAL FILMS CURATED BY SHANGRILART FEATURING : DR D-SUBVERTISER, REEL NEWS, DARREN CULLEN AND MANY MORE.","15:00 - 16:00","GAS TOWER","SATURDAY","15:00","16:00",2022-07-02,"A COLLECTION OF RADI",1,765,"start_datetime",2022-07-02 15:00:00
"A COLLECTION OF RADICAL FILMS CURATED BY SHANGRILART FEATURING : DR D-SUBVERTISER, REEL NEWS, DARREN CULLEN AND MANY MORE.","15:00 - 16:00","GAS TOWER","SATURDAY","15:00","16:00",2022-07-02,"A COLLECTION OF RADI",1,765,"end_datetime",2022-07-02 16:00:00
"AI WEIWEI: YOURS TRULY - FILM WITH LIVE ACTIVATION","16:00 - 17:15","GAS TOWER","SATURDAY","16:00","17:15",2022-07-02,"AI WEIWEI: YOURS TRU",2,766,"start_datetime",2022-07-02 16:00:00
"AI WEIWEI: YOURS TRULY - FILM WITH LIVE ACTIVATION","16:00 - 17:15","GAS TOWER","SATURDAY","16:00","17:15",2022-07-02,"AI WEIWEI: YOURS TRU",2,766,"end_datetime",2022-07-02 17:15:00
"A COLLECTION OF RADICAL FILMS CURATED BY SHANGRILART FEATURING : DR D-SUBVERTISER, REEL NEWS, DARREN CULLEN AND MANY MORE.","17:15 - 17:30","GAS TOWER","SATURDAY","17:15","17:30",2022-07-02,"A COLLECTION OF RADI",3,767,"start_datetime",2022-07-02 17:15:00
"A COLLECTION OF RADICAL FILMS CURATED BY SHANGRILART FEATURING : DR D-SUBVERTISER, REEL NEWS, DARREN CULLEN AND MANY MORE.","17:15 - 17:30","GAS TOWER","SATURDAY","17:15","17:30",2022-07-02,"A COLLECTION OF RADI",3,767,"end_datetime",2022-07-02 17:30:00
"FACES / VOICES (AV FILM)","17:30 - 18:00","GAS TOWER","SATURDAY","17:30","18:00",2022-07-02,"FACES / VOICES (AV F",4,768,"start_datetime",2022-07-02 17:30:00
"FACES / VOICES (AV FILM)","17:30 - 18:00","GAS TOWER","SATURDAY","17:30","18:00",2022-07-02,"FACES / VOICES (AV F",4,768,"end_datetime",2022-07-02 18:00:00
"THE LIGHT SURGEONS (A/V)","18:00 - 19:00","GAS TOWER","SATURDAY","18:00","19:00",2022-07-02,"THE LIGHT SURGEONS (",5,769,"start_datetime",2022-07-02 18:00:00
"THE LIGHT SURGEONS (A/V)","18:00 - 19:00","GAS TOWER","SATURDAY","18:00","19:00",2022-07-02,"THE LIGHT SURGEONS (",5,769,"end_datetime",2022-07-02 19:00:00
"JOHNNY HALIFAX AND THE HOWLING TRUTH - VJ PAT GRIMM","19:00 - 20:00","GAS TOWER","SATURDAY","19:00","20:00",2022-07-02,"JOHNNY HALIFAX AND T",6,770,"start_datetime",2022-07-02 19:00:00
"JOHNNY HALIFAX AND THE HOWLING TRUTH - VJ PAT GRIMM","19:00 - 20:00","GAS TOWER","SATURDAY","19:00","20:00",2022-07-02,"JOHNNY HALIFAX AND T",6,770,"end_datetime",2022-07-02 20:00:00
"MATEKOI (A/V)","20:00 - 20:30","GAS TOWER","SATURDAY","20:00","20:30",2022-07-02,"MATEKOI (A/V)",7,771,"start_datetime",2022-07-02 20:00:00
"MATEKOI (A/V)","20:00 - 20:30","GAS TOWER","SATURDAY","20:00","20:30",2022-07-02,"MATEKOI (A/V)",7,771,"end_datetime",2022-07-02 20:30:00
"DJ CHEEBA (A/V)","20:30 - 21:30","GAS TOWER","SATURDAY","20:30","21:30",2022-07-02,"DJ CHEEBA (A/V)",8,772,"start_datetime",2022-07-02 20:30:00
"DJ CHEEBA (A/V)","20:30 - 21:30","GAS TOWER","SATURDAY","20:30","21:30",2022-07-02,"DJ CHEEBA (A/V)",8,772,"end_datetime",2022-07-02 21:30:00
"PARALLEL ACTION (A/V)","21:30 - 22:30","GAS TOWER","SATURDAY","21:30","22:30",2022-07-02,"PARALLEL ACTION (A/V",9,773,"start_datetime",2022-07-02 21:30:00
"PARALLEL ACTION (A/V)","21:30 - 22:30","GAS TOWER","SATURDAY","21:30","22:30",2022-07-02,"PARALLEL ACTION (A/V",9,773,"end_datetime",2022-07-02 22:30:00
"FUMEZ THE ENGINEER PRESENTS PLUGGED IN WITH VERY SPECIAL GUESTS - VJ VOLTA XR","22:30 - 00:00","GAS TOWER","SATURDAY","22:30","00:00",2022-07-02,"FUMEZ THE ENGINEER P",10,774,"start_datetime",2022-07-02 22:30:00
"FUMEZ THE ENGINEER PRESENTS PLUGGED IN WITH VERY SPECIAL GUESTS - VJ VOLTA XR","22:30 - 00:00","GAS TOWER","SATURDAY","22:30","00:00",2022-07-02,"FUMEZ THE ENGINEER P",10,774,"end_datetime",2022-07-03 00:00:00
"FOLAMOUR: POWER TO THE PPL AV","00:00 - 01:15","GAS TOWER","SATURDAY","00:00","01:15",2022-07-02,"FOLAMOUR: POWER TO T",11,775,"start_datetime",2022-07-03 00:00:00
"FOLAMOUR: POWER TO THE PPL AV","00:00 - 01:15","GAS TOWER","SATURDAY","00:00","01:15",2022-07-02,"FOLAMOUR: POWER TO T",11,775,"end_datetime",2022-07-03 01:15:00
"FATBOY SLIM ","01:15 - 02:30","GAS TOWER","SATURDAY","01:15","02:30",2022-07-02,"FATBOY SLIM ",12,776,"start_datetime",2022-07-03 01:15:00
"FATBOY SLIM ","01:15 - 02:30","GAS TOWER","SATURDAY","01:15","02:30",2022-07-02,"FATBOY SLIM ",12,776,"end_datetime",2022-07-03 02:30:00
"JAMIE JONES - VJ VOLTA XR","02:30 - 04:00","GAS TOWER","SATURDAY","02:30","04:00",2022-07-02,"JAMIE JONES - VJ VOL",13,777,"start_datetime",2022-07-03 02:30:00
"JAMIE JONES - VJ VOLTA XR","02:30 - 04:00","GAS TOWER","SATURDAY","02:30","04:00",2022-07-02,"JAMIE JONES - VJ VOL",13,777,"end_datetime",2022-07-03 04:00:00
"SOLOMUN - VJ FADE IN FADE OUT","04:00 - 06:00","GAS TOWER","SATURDAY","04:00","06:00",2022-07-02,"SOLOMUN - VJ FADE IN",14,778,"start_datetime",2022-07-03 04:00:00
"SOLOMUN - VJ FADE IN FADE OUT","04:00 - 06:00","GAS TOWER","SATURDAY","04:00","06:00",2022-07-02,"SOLOMUN - VJ FADE IN",14,778,"end_datetime",2022-07-03 06:00:00
"MARIBOU STATE - VJ BERTIE SAMPSON","12:30 - 02:00","GAS TOWER","SUNDAY","12:30","02:00",2022-07-03,"MARIBOU STATE - VJ B",1,779,"start_datetime",2022-07-03 12:30:00
"MARIBOU STATE - VJ BERTIE SAMPSON","12:30 - 02:00","GAS TOWER","SUNDAY","12:30","02:00",2022-07-03,"MARIBOU STATE - VJ B",1,779,"end_datetime",2022-07-04 02:00:00
"A COLLECTION OF RADICAL FILMS CURATED BY SHANGRILART FEATURING : DR D-SUBVERTISER, REEL NEWS, DARREN CULLEN AND MANY MORE.","15:00 - 16:00","GAS TOWER","SUNDAY","15:00","16:00",2022-07-03,"A COLLECTION OF RADI",2,780,"start_datetime",2022-07-03 15:00:00
"A COLLECTION OF RADICAL FILMS CURATED BY SHANGRILART FEATURING : DR D-SUBVERTISER, REEL NEWS, DARREN CULLEN AND MANY MORE.","15:00 - 16:00","GAS TOWER","SUNDAY","15:00","16:00",2022-07-03,"A COLLECTION OF RADI",2,780,"end_datetime",2022-07-03 16:00:00
"AI WEIWEI: YOURS TRULY - FILM WITH LIVE ACTIVATION","16:00 - 17:15","GAS TOWER","SUNDAY","16:00","17:15",2022-07-03,"AI WEIWEI: YOURS TRU",3,781,"start_datetime",2022-07-03 16:00:00
"AI WEIWEI: YOURS TRULY - FILM WITH LIVE ACTIVATION","16:00 - 17:15","GAS TOWER","SUNDAY","16:00","17:15",2022-07-03,"AI WEIWEI: YOURS TRU",3,781,"end_datetime",2022-07-03 17:15:00
"A COLLECTION OF RADICAL FILMS CURATED BY SHANGRILART FEATURING : DR D-SUBVERTISER, REEL NEWS, DARREN CULLEN AND MANY MORE.","17:15 - 17:30","GAS TOWER","SUNDAY","17:15","17:30",2022-07-03,"A COLLECTION OF RADI",4,782,"start_datetime",2022-07-03 17:15:00
"A COLLECTION OF RADICAL FILMS CURATED BY SHANGRILART FEATURING : DR D-SUBVERTISER, REEL NEWS, DARREN CULLEN AND MANY MORE.","17:15 - 17:30","GAS TOWER","SUNDAY","17:15","17:30",2022-07-03,"A COLLECTION OF RADI",4,782,"end_datetime",2022-07-03 17:30:00
"AMY CUTLER & BARNEY KASS (A/V)","17:30 - 18:30","GAS TOWER","SUNDAY","17:30","18:30",2022-07-03,"AMY CUTLER & BARNEY ",5,783,"start_datetime",2022-07-03 17:30:00
"AMY CUTLER & BARNEY KASS (A/V)","17:30 - 18:30","GAS TOWER","SUNDAY","17:30","18:30",2022-07-03,"AMY CUTLER & BARNEY ",5,783,"end_datetime",2022-07-03 18:30:00
"ALI IS ME B2B ED ROCKSTAR","18:30 - 19:30","GAS TOWER","SUNDAY","18:30","19:30",2022-07-03,"ALI IS ME B2B ED ROC",6,784,"start_datetime",2022-07-03 18:30:00
"ALI IS ME B2B ED ROCKSTAR","18:30 - 19:30","GAS TOWER","SUNDAY","18:30","19:30",2022-07-03,"ALI IS ME B2B ED ROC",6,784,"end_datetime",2022-07-03 19:30:00
"ISAAC CARTER","19:30 - 20:30","GAS TOWER","SUNDAY","19:30","20:30",2022-07-03,"ISAAC CARTER",7,785,"start_datetime",2022-07-03 19:30:00
"ISAAC CARTER","19:30 - 20:30","GAS TOWER","SUNDAY","19:30","20:30",2022-07-03,"ISAAC CARTER",7,785,"end_datetime",2022-07-03 20:30:00
"SYREETA","20:30 - 21:30","GAS TOWER","SUNDAY","20:30","21:30",2022-07-03,"SYREETA",8,786,"start_datetime",2022-07-03 20:30:00
"SYREETA","20:30 - 21:30","GAS TOWER","SUNDAY","20:30","21:30",2022-07-03,"SYREETA",8,786,"end_datetime",2022-07-03 21:30:00
"SARAH STORY - VJ FADE IN FADE OUT","21:30 - 22:30","GAS TOWER","SUNDAY","21:30","22:30",2022-07-03,"SARAH STORY - VJ FAD",9,787,"start_datetime",2022-07-03 21:30:00
"SARAH STORY - VJ FADE IN FADE OUT","21:30 - 22:30","GAS TOWER","SUNDAY","21:30","22:30",2022-07-03,"SARAH STORY - VJ FAD",9,787,"end_datetime",2022-07-03 22:30:00
"ORCA PROJECT - VJ BITVERT","22:30 - 23:30","GAS TOWER","SUNDAY","22:30","23:30",2022-07-03,"ORCA PROJECT - VJ BI",10,788,"start_datetime",2022-07-03 22:30:00
"ORCA PROJECT - VJ BITVERT","22:30 - 23:30","GAS TOWER","SUNDAY","22:30","23:30",2022-07-03,"ORCA PROJECT - VJ BI",10,788,"end_datetime",2022-07-03 23:30:00
"ARCHIE HAMILTON - VJ BLINKINLAB","23:30 - 00:30","GAS TOWER","SUNDAY","23:30","00:30",2022-07-03,"ARCHIE HAMILTON - VJ",11,789,"start_datetime",2022-07-03 23:30:00
"ARCHIE HAMILTON - VJ BLINKINLAB","23:30 - 00:30","GAS TOWER","SUNDAY","23:30","00:30",2022-07-03,"ARCHIE HAMILTON - VJ",11,789,"end_datetime",2022-07-04 00:30:00
"SAOIRSE - VJ L'AUBAINE","02:00 - 03:00","GAS TOWER","SUNDAY","02:00","03:00",2022-07-03,"SAOIRSE - VJ L'AUBAI",12,790,"start_datetime",2022-07-04 02:00:00
"SAOIRSE - VJ L'AUBAINE","02:00 - 03:00","GAS TOWER","SUNDAY","02:00","03:00",2022-07-03,"SAOIRSE - VJ L'AUBAI",12,790,"end_datetime",2022-07-04 03:00:00
"PARTIBOI69","03:00 - 04:00","GAS TOWER","SUNDAY","03:00","04:00",2022-07-03,"PARTIBOI69",13,791,"start_datetime",2022-07-04 03:00:00
"PARTIBOI69","03:00 - 04:00","GAS TOWER","SUNDAY","03:00","04:00",2022-07-03,"PARTIBOI69",13,791,"end_datetime",2022-07-04 04:00:00
"PARTY RESPONSE FEAT ARLO B2B A FOR ALPHA - PRIMARY VISUAL CORTEX","04:00 - 05:00","GAS TOWER","SUNDAY","04:00","05:00",2022-07-03,"PARTY RESPONSE FEAT ",14,792,"start_datetime",2022-07-04 04:00:00
"PARTY RESPONSE FEAT ARLO B2B A FOR ALPHA - PRIMARY VISUAL CORTEX","04:00 - 05:00","GAS TOWER","SUNDAY","04:00","05:00",2022-07-03,"PARTY RESPONSE FEAT ",14,792,"end_datetime",2022-07-04 05:00:00
"WELCOME TO GLASTONBURY - NEW YORK BRASS BAND AND FRIENDS ","15:00 - 16:00","TRUTH STAGE","THURSDAY","15:00","16:00",2022-06-30,"WELCOME TO GLASTONBU",1,793,"start_datetime",2022-06-30 15:00:00
"WELCOME TO GLASTONBURY - NEW YORK BRASS BAND AND FRIENDS ","15:00 - 16:00","TRUTH STAGE","THURSDAY","15:00","16:00",2022-06-30,"WELCOME TO GLASTONBU",1,793,"end_datetime",2022-06-30 16:00:00
"INTERGALACTIC BRASSTRONAUTS","16:00 - 16:45","TRUTH STAGE","THURSDAY","16:00","16:45",2022-06-30,"INTERGALACTIC BRASST",2,794,"start_datetime",2022-06-30 16:00:00
"INTERGALACTIC BRASSTRONAUTS","16:00 - 16:45","TRUTH STAGE","THURSDAY","16:00","16:45",2022-06-30,"INTERGALACTIC BRASST",2,794,"end_datetime",2022-06-30 16:45:00
"FIZZY GILLESPIE","16:45 - 17:15","TRUTH STAGE","THURSDAY","16:45","17:15",2022-06-30,"FIZZY GILLESPIE",3,795,"start_datetime",2022-06-30 16:45:00
"FIZZY GILLESPIE","16:45 - 17:15","TRUTH STAGE","THURSDAY","16:45","17:15",2022-06-30,"FIZZY GILLESPIE",3,795,"end_datetime",2022-06-30 17:15:00
"THRILL COLLINS ","17:15 - 18:00","TRUTH STAGE","THURSDAY","17:15","18:00",2022-06-30,"THRILL COLLINS ",4,796,"start_datetime",2022-06-30 17:15:00
"THRILL COLLINS ","17:15 - 18:00","TRUTH STAGE","THURSDAY","17:15","18:00",2022-06-30,"THRILL COLLINS ",4,796,"end_datetime",2022-06-30 18:00:00
"DJ CHRIS TOFU","18:00 - 18:20","TRUTH STAGE","THURSDAY","18:00","18:20",2022-06-30,"DJ CHRIS TOFU",5,797,"start_datetime",2022-06-30 18:00:00
"DJ CHRIS TOFU","18:00 - 18:20","TRUTH STAGE","THURSDAY","18:00","18:20",2022-06-30,"DJ CHRIS TOFU",5,797,"end_datetime",2022-06-30 18:20:00
"BEANS ON TOAST","18:20 - 19:00","TRUTH STAGE","THURSDAY","18:20","19:00",2022-06-30,"BEANS ON TOAST",6,798,"start_datetime",2022-06-30 18:20:00
"BEANS ON TOAST","18:20 - 19:00","TRUTH STAGE","THURSDAY","18:20","19:00",2022-06-30,"BEANS ON TOAST",6,798,"end_datetime",2022-06-30 19:00:00
"DJ CHRIS TOFU","19:00 - 19:15","TRUTH STAGE","THURSDAY","19:00","19:15",2022-06-30,"DJ CHRIS TOFU",7,799,"start_datetime",2022-06-30 19:00:00
"DJ CHRIS TOFU","19:00 - 19:15","TRUTH STAGE","THURSDAY","19:00","19:15",2022-06-30,"DJ CHRIS TOFU",7,799,"end_datetime",2022-06-30 19:15:00
"KAE TEMPEST (SPOKEN WORD)","19:15 - 20:00","TRUTH STAGE","THURSDAY","19:15","20:00",2022-06-30,"KAE TEMPEST (SPOKEN ",8,800,"start_datetime",2022-06-30 19:15:00
"KAE TEMPEST (SPOKEN WORD)","19:15 - 20:00","TRUTH STAGE","THURSDAY","19:15","20:00",2022-06-30,"KAE TEMPEST (SPOKEN ",8,800,"end_datetime",2022-06-30 20:00:00
"THE FLYING WHITE DOTS","20:00 - 20:30","TRUTH STAGE","THURSDAY","20:00","20:30",2022-06-30,"THE FLYING WHITE DOT",9,801,"start_datetime",2022-06-30 20:00:00
"THE FLYING WHITE DOTS","20:00 - 20:30","TRUTH STAGE","THURSDAY","20:00","20:30",2022-06-30,"THE FLYING WHITE DOT",9,801,"end_datetime",2022-06-30 20:30:00
"PIGS PIGS PIGS PIGS PIGS PIGS PIGS","20:30 - 21:15","TRUTH STAGE","THURSDAY","20:30","21:15",2022-06-30,"PIGS PIGS PIGS PIGS ",10,802,"start_datetime",2022-06-30 20:30:00
"PIGS PIGS PIGS PIGS PIGS PIGS PIGS","20:30 - 21:15","TRUTH STAGE","THURSDAY","20:30","21:15",2022-06-30,"PIGS PIGS PIGS PIGS ",10,802,"end_datetime",2022-06-30 21:15:00
"THE FLYING WHITE DOTS","21:15 - 21:45","TRUTH STAGE","THURSDAY","21:15","21:45",2022-06-30,"THE FLYING WHITE DOT",11,803,"start_datetime",2022-06-30 21:15:00
"THE FLYING WHITE DOTS","21:15 - 21:45","TRUTH STAGE","THURSDAY","21:15","21:45",2022-06-30,"THE FLYING WHITE DOT",11,803,"end_datetime",2022-06-30 21:45:00
"NOVA TWINS (EARACHE)","21:45 - 22:30","TRUTH STAGE","THURSDAY","21:45","22:30",2022-06-30,"NOVA TWINS (EARACHE)",12,804,"start_datetime",2022-06-30 21:45:00
"NOVA TWINS (EARACHE)","21:45 - 22:30","TRUTH STAGE","THURSDAY","21:45","22:30",2022-06-30,"NOVA TWINS (EARACHE)",12,804,"end_datetime",2022-06-30 22:30:00
"AAA BADBOY","22:30 - 23:00","TRUTH STAGE","THURSDAY","22:30","23:00",2022-06-30,"AAA BADBOY",13,805,"start_datetime",2022-06-30 22:30:00
"AAA BADBOY","22:30 - 23:00","TRUTH STAGE","THURSDAY","22:30","23:00",2022-06-30,"AAA BADBOY",13,805,"end_datetime",2022-06-30 23:00:00
"PONGO","23:00 - 23:30","TRUTH STAGE","THURSDAY","23:00","23:30",2022-06-30,"PONGO",14,806,"start_datetime",2022-06-30 23:00:00
"PONGO","23:00 - 23:30","TRUTH STAGE","THURSDAY","23:00","23:30",2022-06-30,"PONGO",14,806,"end_datetime",2022-06-30 23:30:00
"DJ HIPHOPPAPOTAMUS","23:30 - 23:50","TRUTH STAGE","THURSDAY","23:30","23:50",2022-06-30,"DJ HIPHOPPAPOTAMUS",15,807,"start_datetime",2022-06-30 23:30:00
"DJ HIPHOPPAPOTAMUS","23:30 - 23:50","TRUTH STAGE","THURSDAY","23:30","23:50",2022-06-30,"DJ HIPHOPPAPOTAMUS",15,807,"end_datetime",2022-06-30 23:50:00
"EMMANUEL JAL & NYARUACH","23:50 - 00:35","TRUTH STAGE","THURSDAY","23:50","00:35",2022-06-30,"EMMANUEL JAL & NYARU",16,808,"start_datetime",2022-06-30 23:50:00
"EMMANUEL JAL & NYARUACH","23:50 - 00:35","TRUTH STAGE","THURSDAY","23:50","00:35",2022-06-30,"EMMANUEL JAL & NYARU",16,808,"end_datetime",2022-07-01 00:35:00
"AAA BADBOY","00:35 - 01:00","TRUTH STAGE","THURSDAY","00:35","01:00",2022-06-30,"AAA BADBOY",17,809,"start_datetime",2022-07-01 00:35:00
"AAA BADBOY","00:35 - 01:00","TRUTH STAGE","THURSDAY","00:35","01:00",2022-06-30,"AAA BADBOY",17,809,"end_datetime",2022-07-01 01:00:00
"K.O.G","01:00 - 01:50","TRUTH STAGE","THURSDAY","01:00","01:50",2022-06-30,"K.O.G",18,810,"start_datetime",2022-07-01 01:00:00
"K.O.G","01:00 - 01:50","TRUTH STAGE","THURSDAY","01:00","01:50",2022-06-30,"K.O.G",18,810,"end_datetime",2022-07-01 01:50:00
"CAL JADER","01:50 - 02:10","TRUTH STAGE","THURSDAY","01:50","02:10",2022-06-30,"CAL JADER",19,811,"start_datetime",2022-07-01 01:50:00
"CAL JADER","01:50 - 02:10","TRUTH STAGE","THURSDAY","01:50","02:10",2022-06-30,"CAL JADER",19,811,"end_datetime",2022-07-01 02:10:00
"GHETTO KUMBE","02:10 - 03:00","TRUTH STAGE","THURSDAY","02:10","03:00",2022-06-30,"GHETTO KUMBE",20,812,"start_datetime",2022-07-01 02:10:00
"GHETTO KUMBE","02:10 - 03:00","TRUTH STAGE","THURSDAY","02:10","03:00",2022-06-30,"GHETTO KUMBE",20,812,"end_datetime",2022-07-01 03:00:00
"CRAIG CHARLES & FRIENDS","14:00 - 17:30","TRUTH STAGE","FRIDAY","14:00","17:30",2022-07-01,"CRAIG CHARLES & FRIE",1,813,"start_datetime",2022-07-01 14:00:00
"CRAIG CHARLES & FRIENDS","14:00 - 17:30","TRUTH STAGE","FRIDAY","14:00","17:30",2022-07-01,"CRAIG CHARLES & FRIE",1,813,"end_datetime",2022-07-01 17:30:00
"LOS DEDOS ","17:30 - 18:30","TRUTH STAGE","FRIDAY","17:30","18:30",2022-07-01,"LOS DEDOS ",2,814,"start_datetime",2022-07-01 17:30:00
"LOS DEDOS ","17:30 - 18:30","TRUTH STAGE","FRIDAY","17:30","18:30",2022-07-01,"LOS DEDOS ",2,814,"end_datetime",2022-07-01 18:30:00
"DUTCHIE","22:10 - 23:40","TRUTH STAGE","FRIDAY","22:10","23:40",2022-07-01,"DUTCHIE",3,815,"start_datetime",2022-07-01 22:10:00
"DUTCHIE","22:10 - 23:40","TRUTH STAGE","FRIDAY","22:10","23:40",2022-07-01,"DUTCHIE",3,815,"end_datetime",2022-07-01 23:40:00
"DRS (LIVE)","23:40 - 00:40","TRUTH STAGE","FRIDAY","23:40","00:40",2022-07-01,"DRS (LIVE)",4,816,"start_datetime",2022-07-01 23:40:00
"DRS (LIVE)","23:40 - 00:40","TRUTH STAGE","FRIDAY","23:40","00:40",2022-07-01,"DRS (LIVE)",4,816,"end_datetime",2022-07-02 00:40:00
"FIZZY GILLESPIE","00:40 - 01:10","TRUTH STAGE","FRIDAY","00:40","01:10",2022-07-01,"FIZZY GILLESPIE",5,817,"start_datetime",2022-07-02 00:40:00
"FIZZY GILLESPIE","00:40 - 01:10","TRUTH STAGE","FRIDAY","00:40","01:10",2022-07-01,"FIZZY GILLESPIE",5,817,"end_datetime",2022-07-02 01:10:00
"TIGGS DA AUTHOR","01:10 - 02:10","TRUTH STAGE","FRIDAY","01:10","02:10",2022-07-01,"TIGGS DA AUTHOR",6,818,"start_datetime",2022-07-02 01:10:00
"TIGGS DA AUTHOR","01:10 - 02:10","TRUTH STAGE","FRIDAY","01:10","02:10",2022-07-01,"TIGGS DA AUTHOR",6,818,"end_datetime",2022-07-02 02:10:00
"FIZZY GILLESPIE","02:10 - 02:40","TRUTH STAGE","FRIDAY","02:10","02:40",2022-07-01,"FIZZY GILLESPIE",7,819,"start_datetime",2022-07-02 02:10:00
"FIZZY GILLESPIE","02:10 - 02:40","TRUTH STAGE","FRIDAY","02:10","02:40",2022-07-01,"FIZZY GILLESPIE",7,819,"end_datetime",2022-07-02 02:40:00
"MISTA TRICK LIVE","02:40 - 03:40","TRUTH STAGE","FRIDAY","02:40","03:40",2022-07-01,"MISTA TRICK LIVE",8,820,"start_datetime",2022-07-02 02:40:00
"MISTA TRICK LIVE","02:40 - 03:40","TRUTH STAGE","FRIDAY","02:40","03:40",2022-07-01,"MISTA TRICK LIVE",8,820,"end_datetime",2022-07-02 03:40:00
"AAA BADBOY","03:40 - 04:10","TRUTH STAGE","FRIDAY","03:40","04:10",2022-07-01,"AAA BADBOY",9,821,"start_datetime",2022-07-02 03:40:00
"AAA BADBOY","03:40 - 04:10","TRUTH STAGE","FRIDAY","03:40","04:10",2022-07-01,"AAA BADBOY",9,821,"end_datetime",2022-07-02 04:10:00
"MR BRUCE","04:10 - 05:00","TRUTH STAGE","FRIDAY","04:10","05:00",2022-07-01,"MR BRUCE",10,822,"start_datetime",2022-07-02 04:10:00
