"act","time_range","stage","day","start_time","end_time","date","act_name_short","act_order","index","time_position","datetime"
"REBECCA RENISSON","17:32 - 17:38","CIRCUS BIG TOP","SUNDAY","17:32","17:38",2022-07-03,"REBECCA RENISSON",24,1483,"end_datetime",2022-07-03 17:38:00
"ELOISE CURRIE","17:43 - 17:50","CIRCUS BIG TOP","SUNDAY","17:43","17:50",2022-07-03,"ELOISE CURRIE",25,1484,"start_datetime",2022-07-03 17:43:00
"ELOISE CURRIE","17:43 - 17:50","CIRCUS BIG TOP","SUNDAY","17:43","17:50",2022-07-03,"ELOISE CURRIE",25,1484,"end_datetime",2022-07-03 17:50:00
"LEO","17:55 - 18:02","CIRCUS BIG TOP","SUNDAY","17:55","18:02",2022-07-03,"LEO",26,1485,"start_datetime",2022-07-03 17:55:00
"LEO","17:55 - 18:02","CIRCUS BIG TOP","SUNDAY","17:55","18:02",2022-07-03,"LEO",26,1485,"end_datetime",2022-07-03 18:02:00
"CIRCUS FUNTASIA","18:07 - 19:17","CIRCUS BIG TOP","SUNDAY","18:07","19:17",2022-07-03,"CIRCUS FUNTASIA",27,1486,"start_datetime",2022-07-03 18:07:00
"CIRCUS FUNTASIA","18:07 - 19:17","CIRCUS BIG TOP","SUNDAY","18:07","19:17",2022-07-03,"CIRCUS FUNTASIA",27,1486,"end_datetime",2022-07-03 19:17:00
"FAMOS BRAMWELLS (COMPERE)","11:25 - 11:30","OUTSIDE CIRCUS STAGE","FRIDAY","11:25","11:30",2022-07-01,"FAMOS BRAMWELLS (COM",1,1487,"start_datetime",2022-07-01 11:25:00
"FAMOS BRAMWELLS (COMPERE)","11:25 - 11:30","OUTSIDE CIRCUS STAGE","FRIDAY","11:25","11:30",2022-07-01,"FAMOS BRAMWELLS (COM",1,1487,"end_datetime",2022-07-01 11:30:00
"CIRCUS RAJ","11:30 - 12:15","OUTSIDE CIRCUS STAGE","FRIDAY","11:30","12:15",2022-07-01,"CIRCUS RAJ",2,1488,"start_datetime",2022-07-01 11:30:00
"CIRCUS RAJ","11:30 - 12:15","OUTSIDE CIRCUS STAGE","FRIDAY","11:30","12:15",2022-07-01,"CIRCUS RAJ",2,1488,"end_datetime",2022-07-01 12:15:00
"DANIEL GONCALVES","12:20 - 12:50","OUTSIDE CIRCUS STAGE","FRIDAY","12:20","12:50",2022-07-01,"DANIEL GONCALVES",3,1489,"start_datetime",2022-07-01 12:20:00
"DANIEL GONCALVES","12:20 - 12:50","OUTSIDE CIRCUS STAGE","FRIDAY","12:20","12:50",2022-07-01,"DANIEL GONCALVES",3,1489,"end_datetime",2022-07-01 12:50:00
"DAN THE HAT","12:55 - 13:25","OUTSIDE CIRCUS STAGE","FRIDAY","12:55","13:25",2022-07-01,"DAN THE HAT",4,1490,"start_datetime",2022-07-01 12:55:00
"DAN THE HAT","12:55 - 13:25","OUTSIDE CIRCUS STAGE","FRIDAY","12:55","13:25",2022-07-01,"DAN THE HAT",4,1490,"end_datetime",2022-07-01 13:25:00
"BUNNY","13:30 - 14:00","OUTSIDE CIRCUS STAGE","FRIDAY","13:30","14:00",2022-07-01,"BUNNY",5,1491,"start_datetime",2022-07-01 13:30:00
"BUNNY","13:30 - 14:00","OUTSIDE CIRCUS STAGE","FRIDAY","13:30","14:00",2022-07-01,"BUNNY",5,1491,"end_datetime",2022-07-01 14:00:00
"JON HICKS","14:05 - 14:20","OUTSIDE CIRCUS STAGE","FRIDAY","14:05","14:20",2022-07-01,"JON HICKS",6,1492,"start_datetime",2022-07-01 14:05:00
"JON HICKS","14:05 - 14:20","OUTSIDE CIRCUS STAGE","FRIDAY","14:05","14:20",2022-07-01,"JON HICKS",6,1492,"end_datetime",2022-07-01 14:20:00
"DAVID ERIKSSON","14:25 - 14:55","OUTSIDE CIRCUS STAGE","FRIDAY","14:25","14:55",2022-07-01,"DAVID ERIKSSON",7,1493,"start_datetime",2022-07-01 14:25:00
"DAVID ERIKSSON","14:25 - 14:55","OUTSIDE CIRCUS STAGE","FRIDAY","14:25","14:55",2022-07-01,"DAVID ERIKSSON",7,1493,"end_datetime",2022-07-01 14:55:00
"FRASER HOOPER","15:00 - 15:45","OUTSIDE CIRCUS STAGE","FRIDAY","15:00","15:45",2022-07-01,"FRASER HOOPER",8,1494,"start_datetime",2022-07-01 15:00:00
"FRASER HOOPER","15:00 - 15:45","OUTSIDE CIRCUS STAGE","FRIDAY","15:00","15:45",2022-07-01,"FRASER HOOPER",8,1494,"end_datetime",2022-07-01 15:45:00
"SPACE COWBOY","15:50 - 16:20","OUTSIDE CIRCUS STAGE","FRIDAY","15:50","16:20",2022-07-01,"SPACE COWBOY",9,1495,"start_datetime",2022-07-01 15:50:00
"SPACE COWBOY","15:50 - 16:20","OUTSIDE CIRCUS STAGE","FRIDAY","15:50","16:20",2022-07-01,"SPACE COWBOY",9,1495,"end_datetime",2022-07-01 16:20:00
"GOLDIE FIASCO AND GARETH JONES (COMPERES)","16:00 - 16:24","OUTSIDE CIRCUS STAGE","FRIDAY","16:00","16:24",2022-07-01,"GOLDIE FIASCO AND GA",10,1496,"start_datetime",2022-07-01 16:00:00
"GOLDIE FIASCO AND GARETH JONES (COMPERES)","16:00 - 16:24","OUTSIDE CIRCUS STAGE","FRIDAY","16:00","16:24",2022-07-01,"GOLDIE FIASCO AND GA",10,1496,"end_datetime",2022-07-01 16:24:00
"TIANNA & LEA","16:25 - 16:55","OUTSIDE CIRCUS STAGE","FRIDAY","16:25","16:55",2022-07-01,"TIANNA & LEA",11,1497,"start_datetime",2022-07-01 16:25:00
"TIANNA & LEA","16:25 - 16:55","OUTSIDE CIRCUS STAGE","FRIDAY","16:25","16:55",2022-07-01,"TIANNA & LEA",11,1497,"end_datetime",2022-07-01 16:55:00
"LOGY ON FIRE","17:00 - 17:30","OUTSIDE CIRCUS STAGE","FRIDAY","17:00","17:30",2022-07-01,"LOGY ON FIRE",12,1498,"start_datetime",2022-07-01 17:00:00
"LOGY ON FIRE","17:00 - 17:30","OUTSIDE CIRCUS STAGE","FRIDAY","17:00","17:30",2022-07-01,"LOGY ON FIRE",12,1498,"end_datetime",2022-07-01 17:30:00
"CHARLIE BICKNELL","17:35 - 17:47","OUTSIDE CIRCUS STAGE","FRIDAY","17:35","17:47",2022-07-01,"CHARLIE BICKNELL",13,1499,"start_datetime",2022-07-01 17:35:00
"CHARLIE BICKNELL","17:35 - 17:47","OUTSIDE CIRCUS STAGE","FRIDAY","17:35","17:47",2022-07-01,"CHARLIE BICKNELL",13,1499,"end_datetime",2022-07-01 17:47:00
"LES BUBB","17:55 - 18:05","OUTSIDE CIRCUS STAGE","FRIDAY","17:55","18:05",2022-07-01,"LES BUBB",14,1500,"start_datetime",2022-07-01 17:55:00
"LES BUBB","17:55 - 18:05","OUTSIDE CIRCUS STAGE","FRIDAY","17:55","18:05",2022-07-01,"LES BUBB",14,1500,"end_datetime",2022-07-01 18:05:00
"GARETH JONES","18:10 - 18:40","OUTSIDE CIRCUS STAGE","FRIDAY","18:10","18:40",2022-07-01,"GARETH JONES",15,1501,"start_datetime",2022-07-01 18:10:00
"GARETH JONES","18:10 - 18:40","OUTSIDE CIRCUS STAGE","FRIDAY","18:10","18:40",2022-07-01,"GARETH JONES",15,1501,"end_datetime",2022-07-01 18:40:00
"FAIL FAIL WIN","18:45 - 19:15","OUTSIDE CIRCUS STAGE","FRIDAY","18:45","19:15",2022-07-01,"FAIL FAIL WIN",16,1502,"start_datetime",2022-07-01 18:45:00
"FAIL FAIL WIN","18:45 - 19:15","OUTSIDE CIRCUS STAGE","FRIDAY","18:45","19:15",2022-07-01,"FAIL FAIL WIN",16,1502,"end_datetime",2022-07-01 19:15:00
"GEORGE ORANGE","19:20 - 19:50","OUTSIDE CIRCUS STAGE","FRIDAY","19:20","19:50",2022-07-01,"GEORGE ORANGE",17,1503,"start_datetime",2022-07-01 19:20:00
"GEORGE ORANGE","19:20 - 19:50","OUTSIDE CIRCUS STAGE","FRIDAY","19:20","19:50",2022-07-01,"GEORGE ORANGE",17,1503,"end_datetime",2022-07-01 19:50:00
"NEW YORK BRASS BAND","19:55 - 20:55","OUTSIDE CIRCUS STAGE","FRIDAY","19:55","20:55",2022-07-01,"NEW YORK BRASS BAND",18,1504,"start_datetime",2022-07-01 19:55:00
"NEW YORK BRASS BAND","19:55 - 20:55","OUTSIDE CIRCUS STAGE","FRIDAY","19:55","20:55",2022-07-01,"NEW YORK BRASS BAND",18,1504,"end_datetime",2022-07-01 20:55:00
"FAMOS BRAMWELLS (COMPERE)","11:25 - 11:30","OUTSIDE CIRCUS STAGE","SATURDAY","11:25","11:30",2022-07-02,"FAMOS BRAMWELLS (COM",1,1505,"start_datetime",2022-07-02 11:25:00
"FAMOS BRAMWELLS (COMPERE)","11:25 - 11:30","OUTSIDE CIRCUS STAGE","SATURDAY","11:25","11:30",2022-07-02,"FAMOS BRAMWELLS (COM",1,1505,"end_datetime",2022-07-02 11:30:00
"CIRCUS RAJ","11:30 - 12:15","OUTSIDE CIRCUS STAGE","SATURDAY","11:30","12:15",2022-07-02,"CIRCUS RAJ",2,1506,"start_datetime",2022-07-02 11:30:00
"CIRCUS RAJ","11:30 - 12:15","OUTSIDE CIRCUS STAGE","SATURDAY","11:30","12:15",2022-07-02,"CIRCUS RAJ",2,1506,"end_datetime",2022-07-02 12:15:00
"DANIEL GONCALVES","12:20 - 12:50","OUTSIDE CIRCUS STAGE","SATURDAY","12:20","12:50",2022-07-02,"DANIEL GONCALVES",3,1507,"start_datetime",2022-07-02 12:20:00
"DANIEL GONCALVES","12:20 - 12:50","OUTSIDE CIRCUS STAGE","SATURDAY","12:20","12:50",2022-07-02,"DANIEL GONCALVES",3,1507,"end_datetime",2022-07-02 12:50:00
"DAN THE HAT","12:55 - 13:25","OUTSIDE CIRCUS STAGE","SATURDAY","12:55","13:25",2022-07-02,"DAN THE HAT",4,1508,"start_datetime",2022-07-02 12:55:00
"DAN THE HAT","12:55 - 13:25","OUTSIDE CIRCUS STAGE","SATURDAY","12:55","13:25",2022-07-02,"DAN THE HAT",4,1508,"end_datetime",2022-07-02 13:25:00
"SAM GOODBURN","13:30 - 14:00","OUTSIDE CIRCUS STAGE","SATURDAY","13:30","14:00",2022-07-02,"SAM GOODBURN",5,1509,"start_datetime",2022-07-02 13:30:00
"SAM GOODBURN","13:30 - 14:00","OUTSIDE CIRCUS STAGE","SATURDAY","13:30","14:00",2022-07-02,"SAM GOODBURN",5,1509,"end_datetime",2022-07-02 14:00:00
"CHARLIE BICKNELL","14:07 - 14:19","OUTSIDE CIRCUS STAGE","SATURDAY","14:07","14:19",2022-07-02,"CHARLIE BICKNELL",6,1510,"start_datetime",2022-07-02 14:07:00
"CHARLIE BICKNELL","14:07 - 14:19","OUTSIDE CIRCUS STAGE","SATURDAY","14:07","14:19",2022-07-02,"CHARLIE BICKNELL",6,1510,"end_datetime",2022-07-02 14:19:00
"GARETH JONES","14:25 - 14:55","OUTSIDE CIRCUS STAGE","SATURDAY","14:25","14:55",2022-07-02,"GARETH JONES",7,1511,"start_datetime",2022-07-02 14:25:00
"GARETH JONES","14:25 - 14:55","OUTSIDE CIRCUS STAGE","SATURDAY","14:25","14:55",2022-07-02,"GARETH JONES",7,1511,"end_datetime",2022-07-02 14:55:00
"SPACE COWBOY","15:00 - 15:30","OUTSIDE CIRCUS STAGE","SATURDAY","15:00","15:30",2022-07-02,"SPACE COWBOY",8,1512,"start_datetime",2022-07-02 15:00:00
"SPACE COWBOY","15:00 - 15:30","OUTSIDE CIRCUS STAGE","SATURDAY","15:00","15:30",2022-07-02,"SPACE COWBOY",8,1512,"end_datetime",2022-07-02 15:30:00
"FRASER HOOPER","15:35 - 16:20","OUTSIDE CIRCUS STAGE","SATURDAY","15:35","16:20",2022-07-02,"FRASER HOOPER",9,1513,"start_datetime",2022-07-02 15:35:00
"FRASER HOOPER","15:35 - 16:20","OUTSIDE CIRCUS STAGE","SATURDAY","15:35","16:20",2022-07-02,"FRASER HOOPER",9,1513,"end_datetime",2022-07-02 16:20:00
"GOLDIE FIASCO AND GARETH JONES (COMPERES)","16:00 - 16:24","OUTSIDE CIRCUS STAGE","SATURDAY","16:00","16:24",2022-07-02,"GOLDIE FIASCO AND GA",10,1514,"start_datetime",2022-07-02 16:00:00
"GOLDIE FIASCO AND GARETH JONES (COMPERES)","16:00 - 16:24","OUTSIDE CIRCUS STAGE","SATURDAY","16:00","16:24",2022-07-02,"GOLDIE FIASCO AND GA",10,1514,"end_datetime",2022-07-02 16:24:00
"BUNNY","16:25 - 16:55","OUTSIDE CIRCUS STAGE","SATURDAY","16:25","16:55",2022-07-02,"BUNNY",11,1515,"start_datetime",2022-07-02 16:25:00
"BUNNY","16:25 - 16:55","OUTSIDE CIRCUS STAGE","SATURDAY","16:25","16:55",2022-07-02,"BUNNY",11,1515,"end_datetime",2022-07-02 16:55:00
"JON HICKS","17:00 - 17:15","OUTSIDE CIRCUS STAGE","SATURDAY","17:00","17:15",2022-07-02,"JON HICKS",12,1516,"start_datetime",2022-07-02 17:00:00
"JON HICKS","17:00 - 17:15","OUTSIDE CIRCUS STAGE","SATURDAY","17:00","17:15",2022-07-02,"JON HICKS",12,1516,"end_datetime",2022-07-02 17:15:00
"LOGY ON FIRE","17:20 - 17:50","OUTSIDE CIRCUS STAGE","SATURDAY","17:20","17:50",2022-07-02,"LOGY ON FIRE",13,1517,"start_datetime",2022-07-02 17:20:00
"LOGY ON FIRE","17:20 - 17:50","OUTSIDE CIRCUS STAGE","SATURDAY","17:20","17:50",2022-07-02,"LOGY ON FIRE",13,1517,"end_datetime",2022-07-02 17:50:00
"TBA","17:55 - 18:10","OUTSIDE CIRCUS STAGE","SATURDAY","17:55","18:10",2022-07-02,"TBA",14,1518,"start_datetime",2022-07-02 17:55:00
"TBA","17:55 - 18:10","OUTSIDE CIRCUS STAGE","SATURDAY","17:55","18:10",2022-07-02,"TBA",14,1518,"end_datetime",2022-07-02 18:10:00
"TIANNA & LEA","18:15 - 18:45","OUTSIDE CIRCUS STAGE","SATURDAY","18:15","18:45",2022-07-02,"TIANNA & LEA",15,1519,"start_datetime",2022-07-02 18:15:00
"TIANNA & LEA","18:15 - 18:45","OUTSIDE CIRCUS STAGE","SATURDAY","18:15","18:45",2022-07-02,"TIANNA & LEA",15,1519,"end_datetime",2022-07-02 18:45:00
"FAIL FAIL WIN","18:50 - 19:20","OUTSIDE CIRCUS STAGE","SATURDAY","18:50","19:20",2022-07-02,"FAIL FAIL WIN",16,1520,"start_datetime",2022-07-02 18:50:00
"FAIL FAIL WIN","18:50 - 19:20","OUTSIDE CIRCUS STAGE","SATURDAY","18:50","19:20",2022-07-02,"FAIL FAIL WIN",16,1520,"end_datetime",2022-07-02 19:20:00
"GEORGE ORANGE","19:25 - 19:55","OUTSIDE CIRCUS STAGE","SATURDAY","19:25","19:55",2022-07-02,"GEORGE ORANGE",17,1521,"start_datetime",2022-07-02 19:25:00
"GEORGE ORANGE","19:25 - 19:55","OUTSIDE CIRCUS STAGE","SATURDAY","19:25","19:55",2022-07-02,"GEORGE ORANGE",17,1521,"end_datetime",2022-07-02 19:55:00
"NEW YORK BRASS BAND","00:20 - 21:00","OUTSIDE CIRCUS STAGE","SATURDAY","00:20","21:00",2022-07-02,"NEW YORK BRASS BAND",18,1522,"start_datetime",2022-07-03 00:20:00
"NEW YORK BRASS BAND","00:20 - 21:00","OUTSIDE CIRCUS STAGE","SATURDAY","00:20","21:00",2022-07-02,"NEW YORK BRASS BAND",18,1522,"end_datetime",2022-07-02 21:00:00
"FAMOS BRAMWELLS (COMPERE)","11:25 - 11:30","OUTSIDE CIRCUS STAGE","SUNDAY","11:25","11:30",2022-07-03,"FAMOS BRAMWELLS (COM",1,1523,"start_datetime",2022-07-03 11:25:00
"FAMOS BRAMWELLS (COMPERE)","11:25 - 11:30","OUTSIDE CIRCUS STAGE","SUNDAY","11:25","11:30",2022-07-03,"FAMOS BRAMWELLS (COM",1,1523,"end_datetime",2022-07-03 11:30:00
"CIRCUS RAJ","11:30 - 12:15","OUTSIDE CIRCUS STAGE","SUNDAY","11:30","12:15",2022-07-03,"CIRCUS RAJ",2,1524,"start_datetime",2022-07-03 11:30:00
"CIRCUS RAJ","11:30 - 12:15","OUTSIDE CIRCUS STAGE","SUNDAY","11:30","12:15",2022-07-03,"CIRCUS RAJ",2,1524,"end_datetime",2022-07-03 12:15:00
"DAN THE HAT","12:20 - 12:50","OUTSIDE CIRCUS STAGE","SUNDAY","12:20","12:50",2022-07-03,"DAN THE HAT",3,1525,"start_datetime",2022-07-03 12:20:00
"DAN THE HAT","12:20 - 12:50","OUTSIDE CIRCUS STAGE","SUNDAY","12:20","12:50",2022-07-03,"DAN THE HAT",3,1525,"end_datetime",2022-07-03 12:50:00
"LOGY ON FIRE","12:55 - 13:25","OUTSIDE CIRCUS STAGE","SUNDAY","12:55","13:25",2022-07-03,"LOGY ON FIRE",4,1526,"start_datetime",2022-07-03 12:55:00
"LOGY ON FIRE","12:55 - 13:25","OUTSIDE CIRCUS STAGE","SUNDAY","12:55","13:25",2022-07-03,"LOGY ON FIRE",4,1526,"end_datetime",2022-07-03 13:25:00
"TBA","13:30 - 14:00","OUTSIDE CIRCUS STAGE","SUNDAY","13:30","14:00",2022-07-03,"TBA",5,1527,"start_datetime",2022-07-03 13:30:00
"TBA","13:30 - 14:00","OUTSIDE CIRCUS STAGE","SUNDAY","13:30","14:00",2022-07-03,"TBA",5,1527,"end_datetime",2022-07-03 14:00:00
"BUNNY","14:05 - 14:35","OUTSIDE CIRCUS STAGE","SUNDAY","14:05","14:35",2022-07-03,"BUNNY",6,1528,"start_datetime",2022-07-03 14:05:00
"BUNNY","14:05 - 14:35","OUTSIDE CIRCUS STAGE","SUNDAY","14:05","14:35",2022-07-03,"BUNNY",6,1528,"end_datetime",2022-07-03 14:35:00
"CHARLIE BICKNELL","14:40 - 15:00","OUTSIDE CIRCUS STAGE","SUNDAY","14:40","15:00",2022-07-03,"CHARLIE BICKNELL",7,1529,"start_datetime",2022-07-03 14:40:00
"CHARLIE BICKNELL","14:40 - 15:00","OUTSIDE CIRCUS STAGE","SUNDAY","14:40","15:00",2022-07-03,"CHARLIE BICKNELL",7,1529,"end_datetime",2022-07-03 15:00:00
"SPACE COWBOY","15:00 - 15:30","OUTSIDE CIRCUS STAGE","SUNDAY","15:00","15:30",2022-07-03,"SPACE COWBOY",8,1530,"start_datetime",2022-07-03 15:00:00
"SPACE COWBOY","15:00 - 15:30","OUTSIDE CIRCUS STAGE","SUNDAY","15:00","15:30",2022-07-03,"SPACE COWBOY",8,1530,"end_datetime",2022-07-03 15:30:00
"FRASER HOOPER","15:35 - 16:20","OUTSIDE CIRCUS STAGE","SUNDAY","15:35","16:20",2022-07-03,"FRASER HOOPER",9,1531,"start_datetime",2022-07-03 15:35:00
"FRASER HOOPER","15:35 - 16:20","OUTSIDE CIRCUS STAGE","SUNDAY","15:35","16:20",2022-07-03,"FRASER HOOPER",9,1531,"end_datetime",2022-07-03 16:20:00
"GOLDIE FIASCO (COMPERE)","16:00 - 16:24","OUTSIDE CIRCUS STAGE","SUNDAY","16:00","16:24",2022-07-03,"GOLDIE FIASCO (COMPE",10,1532,"start_datetime",2022-07-03 16:00:00
"GOLDIE FIASCO (COMPERE)","16:00 - 16:24","OUTSIDE CIRCUS STAGE","SUNDAY","16:00","16:24",2022-07-03,"GOLDIE FIASCO (COMPE",10,1532,"end_datetime",2022-07-03 16:24:00
"TIANNA & LEA","16:25 - 16:55","OUTSIDE CIRCUS STAGE","SUNDAY","16:25","16:55",2022-07-03,"TIANNA & LEA",11,1533,"start_datetime",2022-07-03 16:25:00
"TIANNA & LEA","16:25 - 16:55","OUTSIDE CIRCUS STAGE","SUNDAY","16:25","16:55",2022-07-03,"TIANNA & LEA",11,1533,"end_datetime",2022-07-03 16:55:00
"JON HICKS","17:00 - 17:15","OUTSIDE CIRCUS STAGE","SUNDAY","17:00","17:15",2022-07-03,"JON HICKS",12,1534,"start_datetime",2022-07-03 17:00:00
"JON HICKS","17:00 - 17:15","OUTSIDE CIRCUS STAGE","SUNDAY","17:00","17:15",2022-07-03,"JON HICKS",12,1534,"end_datetime",2022-07-03 17:15:00
"DANIEL GONCALVES","17:20 - 17:50","OUTSIDE CIRCUS STAGE","SUNDAY","17:20","17:50",2022-07-03,"DANIEL GONCALVES",13,1535,"start_datetime",2022-07-03 17:20:00
"DANIEL GONCALVES","17:20 - 17:50","OUTSIDE CIRCUS STAGE","SUNDAY","17:20","17:50",2022-07-03,"DANIEL GONCALVES",13,1535,"end_datetime",2022-07-03 17:50:00
"LES BUBB","17:55 - 18:05","OUTSIDE CIRCUS STAGE","SUNDAY","17:55","18:05",2022-07-03,"LES BUBB",14,1536,"start_datetime",2022-07-03 17:55:00
"LES BUBB","17:55 - 18:05","OUTSIDE CIRCUS STAGE","SUNDAY","17:55","18:05",2022-07-03,"LES BUBB",14,1536,"end_datetime",2022-07-03 18:05:00
"GEORGE ORANGE","18:10 - 18:40","OUTSIDE CIRCUS STAGE","SUNDAY","18:10","18:40",2022-07-03,"GEORGE ORANGE",15,1537,"start_datetime",2022-07-03 18:10:00
"GEORGE ORANGE","18:10 - 18:40","OUTSIDE CIRCUS STAGE","SUNDAY","18:10","18:40",2022-07-03,"GEORGE ORANGE",15,1537,"end_datetime",2022-07-03 18:40:00
"FAIL FAIL WIN","18:45 - 19:15","OUTSIDE CIRCUS STAGE","SUNDAY","18:45","19:15",2022-07-03,"FAIL FAIL WIN",16,1538,"start_datetime",2022-07-03 18:45:00
"FAIL FAIL WIN","18:45 - 19:15","OUTSIDE CIRCUS STAGE","SUNDAY","18:45","19:15",2022-07-03,"FAIL FAIL WIN",16,1538,"end_datetime",2022-07-03 19:15:00
"TBA","19:20 - 19:50","OUTSIDE CIRCUS STAGE","SUNDAY","19:20","19:50",2022-07-03,"TBA",17,1539,"start_datetime",2022-07-03 19:20:00
"TBA","19:20 - 19:50","OUTSIDE CIRCUS STAGE","SUNDAY","19:20","19:50",2022-07-03,"TBA",17,1539,"end_datetime",2022-07-03 19:50:00
"NEW YORK BRASS BAND","19:55 - 20:55","OUTSIDE CIRCUS STAGE","SUNDAY","19:55","20:55",2022-07-03,"NEW YORK BRASS BAND",18,1540,"start_datetime",2022-07-03 19:55:00
"NEW YORK BRASS BAND","19:55 - 20:55","OUTSIDE CIRCUS STAGE","SUNDAY","19:55","20:55",2022-07-03,"NEW YORK BRASS BAND",18,1540,"end_datetime",2022-07-03 20:55:00
"LAUGHTER YOGA WORKSHOP","11:00 - 12:00","JUGGLING TENT","FRIDAY","11:00","12:00",2022-07-01,"LAUGHTER YOGA WORKSH",1,1541,"start_datetime",2022-07-01 11:00:00
"LAUGHTER YOGA WORKSHOP","11:00 - 12:00","JUGGLING TENT","FRIDAY","11:00","12:00",2022-07-01,"LAUGHTER YOGA WORKSH",1,1541,"end_datetime",2022-07-01 12:00:00
"BOSCO CIRCUS - JUGGLING WORKSHOP","12:00 - 15:00","JUGGLING TENT","FRIDAY","12:00","15:00",2022-07-01,"BOSCO CIRCUS - JUGGL",2,1542,"start_datetime",2022-07-01 12:00:00
"BOSCO CIRCUS - JUGGLING WORKSHOP","12:00 - 15:00","JUGGLING TENT","FRIDAY","12:00","15:00",2022-07-01,"BOSCO CIRCUS - JUGGL",2,1542,"end_datetime",2022-07-01 15:00:00
"FUSE - CIRCUS SKILLS WORKSHOP","15:00 - 18:00","JUGGLING TENT","FRIDAY","15:00","18:00",2022-07-01,"FUSE - CIRCUS SKILLS",3,1543,"start_datetime",2022-07-01 15:00:00
"FUSE - CIRCUS SKILLS WORKSHOP","15:00 - 18:00","JUGGLING TENT","FRIDAY","15:00","18:00",2022-07-01,"FUSE - CIRCUS SKILLS",3,1543,"end_datetime",2022-07-01 18:00:00
"THE BIRTHDAY PARTY","18:30 - 19:30","JUGGLING TENT","FRIDAY","18:30","19:30",2022-07-01,"THE BIRTHDAY PARTY",4,1544,"start_datetime",2022-07-01 18:30:00
"THE BIRTHDAY PARTY","18:30 - 19:30","JUGGLING TENT","FRIDAY","18:30","19:30",2022-07-01,"THE BIRTHDAY PARTY",4,1544,"end_datetime",2022-07-01 19:30:00
"LAUGHTER YOGA WORKSHOP","11:00 - 12:00","JUGGLING TENT","SATURDAY","11:00","12:00",2022-07-02,"LAUGHTER YOGA WORKSH",1,1545,"start_datetime",2022-07-02 11:00:00
"LAUGHTER YOGA WORKSHOP","11:00 - 12:00","JUGGLING TENT","SATURDAY","11:00","12:00",2022-07-02,"LAUGHTER YOGA WORKSH",1,1545,"end_datetime",2022-07-02 12:00:00
"BOSCO CIRCUS - JUGGLING WORKSHOP","12:00 - 15:00","JUGGLING TENT","SATURDAY","12:00","15:00",2022-07-02,"BOSCO CIRCUS - JUGGL",2,1546,"start_datetime",2022-07-02 12:00:00
"BOSCO CIRCUS - JUGGLING WORKSHOP","12:00 - 15:00","JUGGLING TENT","SATURDAY","12:00","15:00",2022-07-02,"BOSCO CIRCUS - JUGGL",2,1546,"end_datetime",2022-07-02 15:00:00
"FUSE - CIRCUS SKILLS WORKSHOP","15:00 - 18:00","JUGGLING TENT","SATURDAY","15:00","18:00",2022-07-02,"FUSE - CIRCUS SKILLS",3,1547,"start_datetime",2022-07-02 15:00:00
"FUSE - CIRCUS SKILLS WORKSHOP","15:00 - 18:00","JUGGLING TENT","SATURDAY","15:00","18:00",2022-07-02,"FUSE - CIRCUS SKILLS",3,1547,"end_datetime",2022-07-02 18:00:00
"THE BIRTHDAY PARTY","18:30 - 19:30","JUGGLING TENT","SATURDAY","18:30","19:30",2022-07-02,"THE BIRTHDAY PARTY",4,1548,"start_datetime",2022-07-02 18:30:00
"THE BIRTHDAY PARTY","18:30 - 19:30","JUGGLING TENT","SATURDAY","18:30","19:30",2022-07-02,"THE BIRTHDAY PARTY",4,1548,"end_datetime",2022-07-02 19:30:00
"LAUGHTER YOGA WORKSHOP","11:00 - 12:00","JUGGLING TENT","SUNDAY","11:00","12:00",2022-07-03,"LAUGHTER YOGA WORKSH",1,1549,"start_datetime",2022-07-03 11:00:00
"LAUGHTER YOGA WORKSHOP","11:00 - 12:00","JUGGLING TENT","SUNDAY","11:00","12:00",2022-07-03,"LAUGHTER YOGA WORKSH",1,1549,"end_datetime",2022-07-03 12:00:00
"BOSCO CIRCUS - JUGGLING WORKSHOP","12:00 - 15:00","JUGGLING TENT","SUNDAY","12:00","15:00",2022-07-03,"BOSCO CIRCUS - JUGGL",2,1550,"start_datetime",2022-07-03 12:00:00
"BOSCO CIRCUS - JUGGLING WORKSHOP","12:00 - 15:00","JUGGLING TENT","SUNDAY","12:00","15:00",2022-07-03,"BOSCO CIRCUS - JUGGL",2,1550,"end_datetime",2022-07-03 15:00:00
"FUSE - CIRCUS SKILLS WORKSHOP","15:00 - 18:00","JUGGLING TENT","SUNDAY","15:00","18:00",2022-07-03,"FUSE - CIRCUS SKILLS",3,1551,"start_datetime",2022-07-03 15:00:00
"FUSE - CIRCUS SKILLS WORKSHOP","15:00 - 18:00","JUGGLING TENT","SUNDAY","15:00","18:00",2022-07-03,"FUSE - CIRCUS SKILLS",3,1551,"end_datetime",2022-07-03 18:00:00
"THE BIRTHDAY PARTY","18:30 - 19:30","JUGGLING TENT","SUNDAY","18:30","19:30",2022-07-03,"THE BIRTHDAY PARTY",4,1552,"start_datetime",2022-07-03 18:30:00
"THE BIRTHDAY PARTY","18:30 - 19:30","JUGGLING TENT","SUNDAY","18:30","19:30",2022-07-03,"THE BIRTHDAY PARTY",4,1552,"end_datetime",2022-07-03 19:30:00
